first_name,last_name,LetterID,ID,agency,DATE,FROM,bioname,SUBJECT,TYPE,NOTES,ERROR
NA,NA,NA,696,DOJ_CIV,2020-07-10,MATT (REST NEED TO BE LOGGED) SALMON ET AL,,USA AMICUS BRIEF IN NML CAPITAL LTD V. REPUBIC OF ARGENTINA,NA,NA,NA
NA,NA,NA,888,DOJ_CIV,2020-07-10,SHELDON ORRIN JEFF WHITEHOUSE HATCH SESSIONS,,PROBLEMS US COMPANIES HAVE SERVING LEGAL ACTIONS AGAINST CH NA-BASED CORPS IN US. WH 117 830,NA,NA,NA
Benjamin,CARDIN,NA,20,DOJ_CIV,2020-07-11,BENJAMIN CARDIN,"CARDIN, Benjamin Louis",RECOMMENDING HIS CHIEF COUNSEL FOR JOB,NA,NA,NA
Charles,GRASSLEY,NA,697,DOJ_CIV,2020-07-11,CHARLES E. GRASSLEY,"GRASSLEY, Charles Ernest",USA AMICUS BR EF IN NML CAPITAL V. REPUBLIC OF ARGENTINA,NA,NA,NA
NA,NA,NA,708,DOJ_CIV,2020-07-11,CHARLES DENT,,USA V. COUNTRYWIDE (CRT CASE),NA,NA,NA
Patrick,TOOMEY,NA,1086,DOJ_CIV,2020-07-11,PATRICK TOOMEY,"TOOMEY, Patrick Joseph",PROBLEM WITH UNPAID PROP. TAXES TO BANK,NA,NA,NA
Duncan,HUNTER,NA,1110,DOJ_CIV,2020-07-11,DUNCAN HUNTER,"HUNTER, Duncan Duane",COOK COUNTY IMMIGRAT ON LAW,NA,NA,NA
NA,NA,NA,301,DOJ_CIV,2020-07-12,JOHN FLEMING,,ALLIANCE FOR OPEN SOCIETY V. USAID,NA,NA,NA
Christopher,SMITH,NA,436,DOJ_CIV,2020-07-12,CHRISTOPHER SMITH,"SMITH, Christopher Henry",ALLIANCE FOR OPEN SOCIETY V. USAID,NA,NA,NA
Jeff,FORTENBERRY,NA,446,DOJ_CIV,2020-07-12,JEFF FORTENBERRY,"FORTENBERRY, Jeff",ALLIANCE FOR OPEN SOCIETY V. USAID,NA,NA,NA
NA,NA,NA,447,DOJ_CIV,2020-07-12,MIKE PENCE,,ALLIANCE FOR OPEN SOCIETY V. USAID,NA,NA,NA
NA,NA,NA,448,DOJ_CIV,2020-07-12,TED POE,,ALLIANCE FOR OPEN SOCIETY V. USAID,NA,NA,NA
NA,NA,NA,449,DOJ_CIV,2020-07-12,TIM HUELSKAMP,,ALLIANCE FOR OPEN SOCIETY V. USAID,NA,NA,NA
NA,NA,NA,450,DOJ_CIV,2020-07-12,Todd AKIN,,ALLIANCE FOR OPEN SOCIETY V. USAID,NA,NA,NA
NA,NA,NA,451,DOJ_CIV,2020-07-12,THADDEUS MCCOTTER,,ALLIANCE FOR OPEN SOCIETY V. USAID,NA,NA,NA
NA,NA,NA,452,DOJ_CIV,2020-07-12,DAN BURTON,,ALLIANCE FOR OPEN SOCIETY V. USAID,NA,NA,NA
Vicky,HARTZLER,NA,453,DOJ_CIV,2020-07-12,VICKY HARTZLER,"HARTZLER, Vicky",ALLIANCE FOR OPEN SOCIETY V. USAID,NA,NA,NA
Steve,KING,NA,454,DOJ_CIV,2020-07-12,STEVE KING,"KING, Steve",ALLIANCE FOR OPEN SOCIETY V. USAID,NA,NA,NA
Doug,LAMBORN,NA,455,DOJ_CIV,2020-07-12,DOUG LAMBORN,"LAMBORN, Doug",ALLIANCE FOR OPEN SOCIETY V. USAID,NA,NA,NA
James,LANKFORD,NA,456,DOJ_CIV,2020-07-12,JAMES LANKFORD,"LANKFORD, James",ALLIANCE FOR OPEN SOCIETY V. USAID,NA,NA,NA
NA,NA,NA,457,DOJ_CIV,2020-07-12,MIKE POMPEO,,ALLIANCE FOR OPEN SOCIETY V. USAID,NA,NA,NA
NA,NA,NA,458,DOJ_CIV,2020-07-12,JEAN SCHMIDT,,ALLIANCE FOR OPEN SOCIETY V. USAID,NA,NA,NA
NA,NA,NA,558,DOJ_CIV,2020-07-12,MARK BEGICH,,USA V. STATE OF ALASKA DEPT. OF TRANS.,NA,NA,NA
Sherrod,BROWN,NA,699,DOJ_CIV,2020-07-12,SHERROD BROWN,"BROWN, Sherrod",RECA,NA,NA,NA
Raul,GRIJALVA,NA,700,DOJ_CIV,2020-07-12,RAUL M. GRIJALVA,"GRIJALVA, Raúl M.",FTCA CLAIM AGAINST DOJ,1,NA,NA
NA,NA,NA,710,DOJ_CIV,2020-07-12,RICK NOLAN,,PREVIOUS CORRESPONDENCE TO DOJ ILLEGAL ACTIVITY SURROUNDING HOUSE LOAN,NA,NA,NA
NA,NA,NA,1085,DOJ_CIV,2020-07-12,LAMAR SMITH,,MEMOS REGARDING FALSE CLAIMS ACT,1,NA,NA
Kurt,SCHRADER,NA,435,DOJ_CIV,2020-07-13,KURT SCHRADER,"SCHRADER, Kurt",INVOLVED IN PONZI SCHEME,NA,NA,NA
Ron,JOHNSON,NA,902,DOJ_CIV,2020-07-13,RONALD JOHNSON,"JOHNSON, Ron",WANTS INFO RE HOW DOJ IDENTIFIES AND ADDRESSES FRAUDULENT CLASS-ACTION LITIGATION,NA,NA,NA
Alex,MOONEY,NA,1022,DOJ_CIV,2020-07-13,ALEX MOONEY,"MOONEY, Alex X.",REQUESTING ASSISTANCE REGARDING THE STATUS OF DOJ'S INVESTIGATIONS INTO COMPOUND PHARMACIES FOR POSSIBLE FALSE CLAIM ACT VIOLATIONS. ADVISING THAT IS THEIR UNDERSTANDING THAT ONCE A BUSINESS RECEIVES A CIVIL INVESTIGATIVE DEMAND (CID) LETTER FROM THE USAO THE DEFENSE HEALTH AGENCY SENDS A SUBSEQUENT LETTER INFORMING THE BUSINESS THAT PRESENT AND FUTURE PAYMENTS FROM TRICARE WILL BE SUSPENDED UNTIL THE CID IS RESOLVED. STATING THAT THE BUSINESSES UNDER INVESTIGATION BUT NOT CHARGED ARE PROHIBITED FROM REIMBURSEMENT BUT ARE ALSO CONTRACTUALLY REQUIRED TO CONT NUE FILLING PRESCRIPTIONS FOR THEIR CUSTOMERS AS THE DOJ INVESTIGATION PROGRESSES. SINCE THOSE BUSINESSES MAY FACE FINANCIAL BURDENS DURING THE INVESTIGATIONS REQUESTING AN UPDATE ON THE STATUS OF THESE MATTERS. LTR ALSO SIGNED BY 3 OTHER MCS.,1,NA,NA
Susan,DAVIS,NA,868,DOJ_CIV,2020-07-14,SUSAN DAVIS,"DAVIS, Susan A.",LTR ON BEHALF OF CONSTITUENT OF SAN DIEGO REQUESTING ASSISTANCE WITH HER MORTGAGE CASE AGAINST BOA,1,NA,NA
Patty,MURRAY,NA,1140,DOJ_CIV,2020-07-14,PATTY MURRAY,"MURRAY, Patty","FTCA SETTLEMENT PAYMENT FOR M NOR (b) (6)
 (b) (6)",1,NA,NA
NA,NA,NA,704,DOJ_CIV,2020-07-15,JON RUNYAN,,9/11 VICT MS COMPENSATION FUND (VCF),NA,NA,NA
Christopher,SMITH,NA,875,DOJ_CIV,2020-07-15,CHRISTOPHER SMITH,"SMITH, Christopher Henry",9/11 VCF,NA,NA,NA
Mark,WARNER,NA,882,DOJ_CIV,2020-07-15,MARK WARNER,"WARNER, Mark",CONSTITUENT QUESTION RE CRIME VICTIM GRANT,NA,NA,NA
Maxine,WATERS,NA,1023,DOJ_CIV,2020-07-15,MAXINE WATERS,"WATERS, Maxine","LTR FROM RMM WATERS COMTE ON FINANCIAL SERVICES EXPRESSING CONCERNS THAT IN 2012 HSBC BANK USA N.A. AND HSBC HOLDINGS PLC ( HSBC ) AVOIDED CR MINAL PROSECUTION FOR FAILING TO PREVENT MONEY LAUNDERING BY INTERNAITONAL DRUG CARTELS AND FOR KNOWINGLY AND WILLINGLY HELP TO MOVE HUNDREDS OF MILLIONS OF DOLLARS TO SEVERAL COUNTRIES UNDER U S. SANCTIONS. ADVISING THAT THE BANKERS WHO ORCHESTRATED AND PROFITED FROM THE VIOLATIONS OF FEDERAL ANTI-MONEY LAUNDERING AND TERRORISM FINANCING LAWS
 DID NOT FACE THE THREAT OF PRISION. THE HSBC ENTERED A FIVE YEAR DEFERRED PROSCUTION AGREEMENT WITH DOJ WHEREBY HSBC EMPLOYEES ESCAPED CRIMINAL PROSECTUION WHILE THE COMPANY PAID FINES AND AGREED TO REFORM ITS COMPLIANCE EFFORTS UNDER THE WATCH OF AN INDEPENDENT MINITOR.",5,NA,NA
Brian,HIGGINS,NA,333,DOJ_CIV,2020-07-16,BRIAN HIGGINS,"HIGGINS, Brian",9/11 VICT MS COMPENSATION FUND (VCF),NA,NA,NA
Adam,SCHIFF,NA,698,DOJ_CIV,2020-07-16,ADAM SCHIFF,"SCHIFF, Adam",RECA,NA,NA,NA
NA,NA,NA,874,DOJ_CIV,2020-07-16,ROBERT WHITTMAN,,CLAIMS HE WASN'T PAID FOR WORK IN A CASE HANDLED BY USAO-CT,1,NA,NA
Marco,RUBIO,NA,915,DOJ_CIV,2020-07-17,MARCO RUBIO,"RUBIO, Marco",RECA,NA,NA,NA
NA,NA,NA,1126,DOJ_CIV,2020-07-17,MICHAEL MICHAUD,,FREEDOM OF ACCESS TO CLINIC ENTRANCES ACT,NA,NA,NA
NA,NA,NA,297,DOJ_CIV,2020-07-18,CONNIE MACK,,TELEPHONE SCAM,NA,NA,NA
NA,NA,NA,1111,DOJ_CIV,2020-07-18,ALLYSON SCHWARTZ,,RECA,NA,NA,NA
Kirsten,GILLIBRAND,NA,1133,DOJ_CIV,2020-07-18,KIRSTEN GILLIBRAND,"GILLIBRAND, Kirsten",SEPTEMBER 11TH VICTIMS COMPENSATION FUND (VCF),NA,NA,NA
Steve,STIVERS,NA,701,DOJ_CIV,2020-07-19,STEVE STIVERS,"STIVERS, Steve",REDEMPTION PERIOD ON A PROPERTY,NA,NA,NA
NA,NA,NA,1131,DOJ_CIV,2020-07-21,CARL LEVIN,,RECA,NA,NA,NA
NA,NA,NA,709,DOJ_CIV,2020-07-22,MARY LANDRIEU,,DOCUMENTS SHE SENT TO DOJ WANTING HER CASE REVIEWED WERE NEVER RESPONDED TO,NA,NA,NA
Doug,LAMBORN,NA,1142,DOJ_CIV,2020-07-22,DOUG LAMBORN,"LAMBORN, Doug","CONCERNED THAT FEDERAL COURT IN DISTRICT
 OF COLORADO ISN T RELEASING COURT DOCS",NA,NA,NA
NA,NA,NA,1149,DOJ_CIV,2020-07-23,SAXBY CHAMBLISS,,RECA,NA,NA,NA
NA,NA,NA,1134,DOJ_CIV,2020-07-24,DARRELL ISSA,,REQUESTING DOCUMENTS FOR OVERSIGHT OF LITIGATION POLICY OF LARGE FINANCIAL INSTITUTIONS,1,NA,NA
NA,NA,NA,1135,DOJ_CIV,2020-07-24,JACK SHELDON JIM DAV D REED WHITEHOUSE LANGEVIN CICILLINE,,REQUEST SSA REVIEW ITS POLICIES W/ RESPECT TO EFFECTIVE DATE OF SAME-SEX MARRIAGE RECOGNITION,1,NA,NA
Bradley,BYRNE,NA,1184,DOJ_CIV,2020-07-25,BRADLEY BYRNE,"BYRNE, Bradley",IS DOJ TAKING ACTION AGAINST CHINESE COMPANIES SELLING DEFECTIVE DRYWALL,NA,NA,NA
NA,NA,NA,559,DOJ_CIV,2020-07-26,JON KYL,,RECA,NA,NA,NA
John,CORNYN,NA,561,DOJ_CIV,2020-07-26,JOHN CORNYN,"CORNYN, John",RECA,NA,NA,NA
David,PRICE,NA,1027,DOJ_CIV,2020-07-26,DAVID E. PRICE,"PRICE, David Eugene","LTR ON BEHALF OF(b) (6) 
 DURHAM NC REQUEST NG ASSISTANCE CONCERNING RECEIPT OF PAYMENT OWED TO HER FROM NC COURT OF APPEALS BASED ON A DECISION THAT WAS MADE IN 2/2016 ABOUT MONEY THAT SHOULD HAVE BEEN RECEIVED BETWEEN 7/2013 AND 6/201 .",1,NA,NA
NA,NA,NA,439,DOJ_CIV,2020-07-27,WALLY HERGER,,IC3.GOV FUNCTIONAL TY,NA,NA,NA
Ron,JOHNSON,NA,901,DOJ_CIV,2020-07-28,RONALD JOHNSON,"JOHNSON, Ron",FOLLOWING UP W/ MORE QUESTIONS ABOUT MAJOR FINANCIAL SETTLEMENT PAYMENTS BANK OF AMERICA ETC.,NA,NA,NA
NA,NA,NA,1025,DOJ_CIV,2020-07-28,BETO O ROURKE,,"LTR ON BEHALF OF(b) (6) 
 REQUESTING ASSISTANCE REGARDING THE WTHHOLDING OF CONTRACT FUNDS.",1,NA,NA
NA,NA,NA,441,DOJ_CIV,2020-07-29,JEFF BINGAMAN,,FOIA REQUEST,1,NA,NA
Timothy,KAINE,NA,1024,DOJ_CIV,2020-07-29,T M KAINE,"KAINE, Timothy Michael (Tim)","LTR ON BEHALF OF(b) (6) REGARDING AN ISSUE HE IS HAVING VAS TORT RECOVERY
 POLICIES AND PRACTICES.",1,NA,NA
NA,NA,NA,1136,DOJ_CIV,2020-07-29,MIKE JOHANNS,,ASKING DOJ TO CONSIDER RURUAL COMMUNITIES WHEN REVIEWING MERGERS IN COMMUNICATIONS INDUSTRY.,NA,NA,NA
Kirsten,GILLIBRAND,NA,1191,DOJ_CIV,2020-07-29,KRISTEN GILLIBRAND,"GILLIBRAND, Kirsten",VCF,NA,NA,NA
Kirsten,GILLIBRAND,NA,1295,DOC_OS,2020-07-31,Kirsten Gillibrand (NY),"GILLIBRAND, Kirsten",Compensation For Unused Vacation Time,NA,NA,NA
NA,NA,NA,35,DOJ_CIV,2020-07-31,MARK BEGICH/7 OTHER,,(b) (6),1,NA,NA
NA,NA,NA,566,DOJ_CIV,2020-07-31,BEN CHANDLER,,FORECLOSURE ISSUE,NA,NA,NA
Mark,WARNER,NA,1139,DOJ_CIV,2020-07-31,MARK WARNER,"WARNER, Mark",OPERATION CHOKE POINT,NA,NA,NA
Charles,GRASSLEY,NA,1150,DOJ_CIV,2020-07-31,CHARLES GRASSLEY,"GRASSLEY, Charles Ernest",REQ DOCS RE WHISTLEBLOWER PROTECTION ENHANCEMENT ACT,5,NA,NA
Janice,SCHAKOWSKY,NA,1202,DOJ_CIV,2020-07-31,JANICE SCHAKOWSKY,"SCHAKOWSKY, Janice D.",ASKING DOJ NOT TO INTERVENE IN(b) (6) V. PALESTINE,1,NA,NA
NA,NA,NA,287,DOJ_CIV,2020-08-01,ED PASTOR,,HOSPICE OF ARIZONA,NA,NA,NA
NA,NA,NA,440,DOJ_CIV,2020-08-01,CHARLES W. DENT,,WAGE GARNISHMENT STUDENT LOAN,NA,NA,NA
NA,NA,NA,445,DOJ_CIV,2020-08-01,NICK RAHALL III,,PROHIBITED PERSONNEL PRACTICE AT PRISON,NA,NA,NA
NA,NA,NA,461,DOJ_CIV,2020-08-01,RICHARD G. LUGAR,,SAFETY OF TURBINES AND RIVER GATES,NA,NA,NA
NA,NA,NA,567,DOJ_CIV,2020-08-01,CHARLES W. DENT,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
Ron,JOHNSON,NA,1026,DOJ_CIV,2020-08-01,RON H. JOHNSON,"JOHNSON, Ron","LTR ON BEHALF OF(b) (6) 
 REQUESTING ASSISTANCE REGARDING THE DENIAL OF HIS CLAIM INVOLVING THE DEEPWATER HORIZON OIL SP LL IN THE GULF OF MEX CO.",1,NA,NA
Kathy,CASTOR,NA,107,DOJ_CIV,2020-08-02,KATHY CASTOR,"CASTOR, Kathy",BP O L DISASTER & KEN FEINBERG,"NA","NA",NA
NA,NA,NA,574,DOJ_CIV,2020-08-02,ROBERT E. ANDREWS,,RECA,NA,NA,NA
NA,NA,NA,575,DOJ_CIV,2020-08-02,TOM COBURN,,PIGFORD II,NA,NA,NA
Richard,SHELBY,NA,1028,DOJ_CIV,2020-08-02,RICHARD C. SHELBY,"SHELBY, Richard C.","LTR ON BEHALF OF(b) (6) 
 BIRMINGHAM AL REQUESTING INFORMATION REGARDING FINES IMPOSED BY THE FEDERAL GOVERNMENT ON MORGAN STANLEY BETWEEN FEBRUARY 201 AND FEBRUARY 2016.",1,NA,NA
NA,NA,NA,1034,DOJ_CIV,2020-08-02,CARL TRUJILLO,,"(FAX) EXPRESSING CONCERNS FROM MANY OF HIS CONSTITUENTS REGARDING THE
 IMPLEMENTATION OF THE AAMODT SETTLEMENT AGREEMENT (SA) DTD 0 /19/2012. ADVISING THAT THE SA WAS A RESULT OF THE AAMODT WATER SETTLEMENT WHICH AFTER DECADES WAS SIGNED IN 2006 AND AUTHORIZED RATIF ED AND CONFIRMED BY THE CONGRESS THROUGH THE AAMODT LITIGATION SETTLEMENT ACT IN 2010.",1,NA,NA
NA,NA,NA,106,DOJ_CIV,2020-08-03,JIM MATHESON,,RADIATION COMPENSATION,1,"NA",NA
NA,NA,NA,443,DOJ_CIV,2020-08-03,SAXBY CHAMBLISS,,WRONGFUL TERMINATION BY FED PRISON,NA,NA,NA
NA,NA,NA,563,DOJ_CIV,2020-08-03,ROSA/ANNA DELAURO/ESHOO,,WOMEN/HISPANIC FARMERS,NA,NA,NA
NA,NA,NA,1357,DOD_OIG,2020-08-04,COCHRAN 2011-189 STEARNS,,NA,1,NA,NA
Charles,SCHUMER,NA,907,DOJ_CIV,2020-08-05,CHARLES SCHUMER,"SCHUMER, Charles Ellis (Chuck)",ASKING DOJ NOT TO INTERVENE IN RE(b) (6) V. PALESTINE,1,NA,NA
NA,NA,NA,65,DOJ_CIV,2020-08-06,STEVE ISRAEL,,VCF,NA,NA,NA
Jerrold,NADLER,NA,157,DOJ_CIV,2020-08-06,JERROLD NADLER,"NADLER, Jerrold Lewis",SPEC COUNSEL(b) (6),1,"NA",NA
NA,NA,NA,158,DOJ_CIV,2020-08-06,BOB FILNER,,INVESTIGATION/ CA'S WORKERS COMP SYSTEM,"NA","NA",NA
Jerrold,NADLER,NA,159,DOJ_CIV,2020-08-06,JERROLD NADLER,"NADLER, Jerrold Lewis",(b) (6)       CASE REVIEW,1,"NA",NA
Kevin,McCARTHY,NA,706,DOJ_CIV,2020-08-06,KEVIN MCCARTHY,"MCCARTHY, Kevin",RECA,NA,NA,NA
NA,NA,NA,1151,DOJ_CIV,2020-08-06,BETO O ROURKE,,CONSTITUENT WANTS INFO ON SUBMITTING FTCA CLAIM,1,NA,NA
NA,NA,NA,34,DOJ_CIV,2020-08-07,JOHN MCCAIN,,RECA,NA,NA,NA
NA,NA,NA,442,DOJ_CIV,2020-08-07,TOM HARKIN,,DAAG HIRING RECOMMENDATION,NA,NA,NA
Adam,SCHIFF,NA,569,DOJ_CIV,2020-08-07,ADAM B. SCHIFF,"SCHIFF, Adam",DOJ INVESTIGATION DIRECTV AND DISH NET,NA,NA,NA
Jaime,HERRERA BEUTLER,NA,571,DOJ_CIV,2020-08-07,JAIME HERRERA BEUTLER,"HERRERA BEUTLER, Jaime",MISSING FUNDS FROM BANK ACCOUNT,NA,NA,NA
John,THUNE,NA,707,DOJ_CIV,2020-08-07,JOHN THUNE,"THUNE, John",(b) (6),1,NA,NA
NA,NA,NA,711,DOJ_CIV,2020-08-07,AL FRANKEN,,ASBESTOS LIABILITY CLA MS WITH API (NEED DOJ APPROVAL BECAUSE OF INSURANCE COMPANY LIQUIDATION),NA,NA,NA
Stephen,LYNCH,NA,909,DOJ_CIV,2020-08-07,STEPHEN LYNCH,"LYNCH, Stephen F.",REQUESTING DOJ NOT INTERVENE IN(b) (6) V. PALESTINE LIBERATION ORGANIZATION,1,NA,NA
Alice,TITUS,NA,1147,DOJ_CIV,2020-08-07,DINA TITUS,"TITUS, Alice (Dina)",RECA,NA,NA,NA
Marcia,FUDGE,NA,1181,DOJ_CIV,2020-08-07,MARCIA FUDGE,"FUDGE, Marcia L.",CONSUMER RELIEF AS APART OF BOA SETTLEMENT,NA,NA,NA
Charles,GRASSLEY,NA,560,DOJ_CIV,2020-08-08,CHARLES E. GRASSLEY,"GRASSLEY, Charles Ernest",DOJ INVESTIGATION OF INFOSYS,NA,NA,NA
John,CORNYN,NA,1153,DOJ_CIV,2020-08-08,JOHN CORNYN,"CORNYN, John",RECA,NA,NA,NA
NA,NA,NA,50,DOJ_CIV,2020-08-09,CAROLYN MCCARTHY,,SEPTEMBER 11TH VICTIMS COMPENSATION (VCF),NA,NA,NA
NA,NA,NA,299,DOJ_CIV,2020-08-09,BRIAN BILBRAY/1 OTHERS,,CALIFORNIA PROP 65 (A RPLANE FUEL),1,NA,NA
Gus,BILIRAKIS,NA,1029,DOJ_CIV,2020-08-09,GUS BILIRAKIS,"BILIRAKIS, Gus","LTR ON BEHALF OF(b) (6) OLDSMAR FL REQUESTING THE STATUS OF HER CLAIM FOR
 COMPENSATION UNDER THE 911 VICTIMS COMPENSATION FUND.",1,NA,NA
NA,NA,NA,573,DOJ_CIV,2020-08-10,STEVE SOUTHERLAND,,SAFE HARBOR CERTIFICATION,NA,NA,NA
NA,NA,NA,444,DOJ_CIV,2020-08-11,MARK UDALL,,DAAG HIRING RECOMMENDATION,NA,NA,NA
NA,NA,NA,869,DOJ_CIV,2020-08-11,MARY LANDRIEU,,LTR ON BEHALF OF LA CONSTITUENT RQUESTING INFO ON BOA MULTI-BILLION DOLLAR STLMT,NA,NA,NA
Vernon,BUCHANAN,NA,905,DOJ_CIV,2020-08-11,VERN BUCHANAN,"BUCHANAN, Vernon G.",CONSTITUENT REQ HELP WITH HER GCCF/DEEPWATER CLAIM,1,NA,NA
NA,NA,NA,733,DOJ_CIV,2020-08-12,RICHARD CHRIS MARK KIRSTEN BRIAN CHRISTOPHER BLUMENTHAL COONS UDALL GILLIBRAND SCHATZ MURPHY,,VAS IMPLEMENTATION OF (b) (6) DECISION,1,NA,NA
Robert,CASEY,NA,1030,DOJ_CIV,2020-08-12,ROBERT P. CASEY JR.,"CASEY, Robert (Bob), Jr.","LTR ON BEHALF O (b) (6) 
 GIRARD PA REGARDING THE STATUS OF HER 9/11 VICTIM COMPENSATION FUN CASE. SEE WF 3058618",1,NA,NA
NA,NA,NA,1143,DOJ_CIV,2020-08-12,LEE MIKE TERRY DOYLE,,REQ FCA INVESTIGATION OF PERSON COMPLETING NUMEROUS LOW POWER FM LICENCES,5,NA,NA
NA,NA,NA,1145,DOJ_CIV,2020-08-12,DARRELL ISSA,,FYI HOUSE OVERSIGHT CMMTTEE USE OF IMMUNITY FOR INDIVIDUALS,NA,NA,NA
Dianne,FEINSTEIN,NA,1146,DOJ_CIV,2020-08-12,DIANNE FEINSTEIN,"FEINSTEIN, Dianne",ASKING DOJ TO NOT YET RELEASE INFO VIA FOIA RE CIA INTERROGATION PROGRAM,NA,NA,NA
NA,NA,NA,1167,DOJ_CIV,2020-08-14,T M GRIFF N,,CONST REQ INSURANCE COMPANY ALLEGED PRICE FIXING,5,NA,NA
John,REED,NA,1152,DOJ_CIV,2020-08-15,JACK REED,"REED, John F. (Jack)",RECA,NA,NA,NA
Al,GREEN,NA,1114,DOJ_CIV,2020-08-17,AL GREEN,"GREEN, Al",JUDICIAL MISCONDUCT,NA,NA,NA
Addison,WILSON,NA,715,DOJ_CIV,2020-08-19,JOE WILSON,"WILSON, Addison Graves (Joe)",RECA,NA,NA,NA
Marco,RUBIO,NA,913,DOJ_CIV,2020-08-19,MARCO RUBIO,"RUBIO, Marco",VCF,NA,NA,NA
Charles,GRASSLEY,NA,1032,DOJ_CIV,2020-08-19,CHARLES E. GRASSLEY,"GRASSLEY, Charles Ernest",LTR FROM CHMN GRASSLEY JUDICIARY COMTE AND CHMN SESSIONS SUBCOMTE ON IMMIGRATION AND THE NATIONAL INTEREST JUDICIARY COMTE EXPRESSING CONCERNS THAT DESPITE THE CLEAR DANGER POSED BY CRIMINAL ALIENS THE UNITED STATES COURTS OF APPEALS FOR THE NINTH CIRCUIT HELD IN PREAP V. JOHNSON THAT THE GOVERNMENT MAY DETAIN WITHOUT BOND HEARING ONLY THOSE CRIMINAL ALIENS IT TAKES INTO IMMIGRATION CUSTODY. STATING THAT THE DECIS ON IS WRONG AS A MATTER OF LAW AND POLICY AND THAT THE DECISION ENDANGERS OUR COMMUNITIES AND ERODES THE CONSTITUTIONAL POWER OF CONGRESS TO DETERMINE WHEN CRIMINAL ALIENS ARE SUBJECT TO THE AUTHORITY OF THE UNITED STATES IMMIGRATION AUTHORITIES. URGING DOJ TO VIGOROUSLY DEFEND THE LAWFUL STATUTES PASSED BY CONGRESS AND TO HAVE THEM INTERPRETED AS INTENDED BY SEEKING REHEARING EN BANC OR BY SEEKING SUPREME COURT REVIEW. REQUESTING DOJ TO ADVISE THE DETAIL AS HOW DOJ INTENDS TO PROCEED WITH THIS CASE NLT 9/9/2016. SEE WF 3250909,1,NA,NA
Billy,LONG,NA,713,DOJ_CIV,2020-08-20,BILLY LONG,"LONG, Billy",RECA,NA,NA,NA
Elizabeth,WARREN,NA,712,DOJ_CIV,2020-08-21,ELIZABETH WARREN,"WARREN, Elizabeth",FALSE CLAIMS ACT PORTION OF THE NATIONAL MORTGAGE SETTLEMENT,1,NA,NA
David,SCOTT,NA,564,DOJ_CIV,2020-08-22,DAVID SCOTT,"SCOTT, David",RECA,NA,NA,NA
NA,NA,NA,714,DOJ_CIV,2020-08-22,BLAINE KEVIN PETE PATRICK SPENCER STEVE SCOTT TOM DAVID LYNN... LUETKEMEYER YODER SESSIONS MCHENRY BACHUS STIVERS GARRETT COTTON SCHWEIKERT WESTMORELAND. .,,REQUESTING DOJ & FDIC STOP ACTIONS DESIGNED TO PRESSURE BANKS,1,NA,NA
Jeanne,SHAHEEN,NA,1154,DOJ_CIV,2020-08-22,JEANNE SHAHEEN,"SHAHEEN, Jeanne","CONSTITUENT PROBLEMS W/ MORTGAGE
 COMPANIES",NA,NA,NA
Christopher,COONS,NA,300,DOJ_CIV,2020-08-23,CHRIS COONS,"COONS, Christopher A.",RECOMMENDATION FOR DAAG POSITION,NA,NA,NA
John,BOOZMAN,NA,462,DOJ_CIV,2020-08-23,JOHN BOOZMAN,"BOOZMAN, John",CASE HANDLED BY US ATTORNEYS,NA,NA,NA
NA,NA,NA,565,DOJ_CIV,2020-08-23,JOHN MCCAIN,,RECA,NA,NA,NA
NA,NA,NA,66,DOJ_CIV,2020-08-25,BARBARA BOXER,,VCIP CLAIM,1,NA,NA
NA,NA,NA,933,DOJ_CIV,2020-08-25,BARBARA COMSTOCK,,LTR ON BEHALF OF(b) (6) CONCERNING AN APPEAL FOR HIS IFE(b) (6) (b) (6) I-601 APPLICATION FOR WAVIER ON GROUNDS OF ADMISSIBILITY.,1,NA,NA
Amy,KLOBUCHAR,NA,1040,DOJ_CIV,2020-08-25,AMY KLOBUCHAR,"KLOBUCHAR, Amy",URGING DOJ TO ENSURE THAT ALL STATES ARE CONSIDERED EQUALLY UNDER THE NATIONAL ZERO EMISS ON VEHICLES (ZEV) INVESTMENT PLAN. THE PARTIAL CONSENT DECREE OF THE VOLKSWAGEN CLEAN AIR ACT PARTIAL SETTLEMENT CALL FOR $2 BILLION OVER A 10- YEAR PERIOD TO SUPPORT THE INCREASED USE OF ZEV TECHNOLOGY. STATING THAT EVERY STATE SHOULD BE ELIGIBLE FOR FUNDING NOT JUST THOSE EXISTING ZEV POLICIES.,NA,NA,NA
Bill,POSEY,NA,1141,DOJ_CIV,2020-08-25,BILL POSEY,"POSEY, Bill",9/11 VCF ASKING FOR MEDICAL DOCS HE DOESN T HAVE BUT VA DOES,NA,NA,NA
Peter,KING,NA,303,DOJ_CIV,2020-08-26,PETER KING,"KING, Peter T.",CAR ACCIDENT WITH DOD EMPLOYEE,5,NA,NA
NA,NA,NA,460,DOJ_CIV,2020-08-26,PAUL C. BROUN,,FORECLOSURE,NA,NA,NA
NA,NA,NA,716,DOJ_CIV,2020-08-26,JASON CHAFFETZ,,ASYLUM REQUESTS,1,NA,NA
John,CORNYN,NA,1162,DOJ_CIV,2020-08-26,JOHN CORNYN,"CORNYN, John",CONSTITUENT CONCERNED ABOUT PROLONGED FCPA INVESTIGATION,NA,NA,NA
